YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2000-02-24,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.054,2,0.055,2,0.370,1,0.20,0
2000-02-24,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.054,2,0.055,2,0.370,1,0.20,0
2000-02-24,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,2,0.054,2,0.055,2,0.370,1,0.20,0
2000-02-24,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.054,2,0.055,2,0.370,1,0.20,0
2000-02-24,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.054,2,0.055,2,0.370,1,0.20,0
2000-02-24,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.054,2,0.055,2,0.370,1,0.20,0
2000-02-24,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.054,2,0.055,2,0.370,1,0.20,0
2000-02-24,8:00,84.7,105.1,120,1292,10,0,8,0,0,15,10,0,8,22,10,33,16,19,10,53,10,351,16,20,10,-9900,99,-9900,99,-9900,99,0.7,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,9:00,73.5,113.9,397,1396,58,0,8,0,0,15,58,0,8,172,10,360,16,70,10,252,10,734,16,43,10,-9900,99,-9900,99,-9900,99,0.7,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,10:00,62.6,124.7,643,1396,434,0,8,524,0,15,192,0,8,395,10,422,16,201,10,464,10,876,16,61,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,11:00,53.2,138.2,836,1396,633,0,8,844,0,15,127,0,8,381,10,190,16,268,10,638,10,943,16,74,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,12:00,46.3,155.4,964,1396,668,0,8,642,0,15,225,0,8,574,10,452,16,262,10,755,10,975,16,82,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,13:00,43.2,176.0,1018,1396,565,0,8,276,0,15,364,0,8,375,10,103,16,300,10,805,10,987,16,85,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,14:00,44.6,197.2,994,1396,790,0,8,836,0,15,195,0,8,588,10,482,16,246,10,783,10,982,16,84,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,15:00,50.2,215.8,893,1396,700,0,8,975,0,15,76,0,8,567,10,645,16,154,10,691,10,959,16,78,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,16:00,58.8,230.7,723,1396,551,0,8,932,0,15,68,0,8,470,10,674,16,121,10,537,10,908,16,66,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,17:00,69.2,242.4,496,1396,345,0,8,825,0,15,52,0,8,300,10,610,16,83,10,336,10,804,16,50,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,18:00,80.6,252.1,227,1396,132,0,8,536,0,15,45,0,8,114,10,453,16,41,10,121,10,552,16,31,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,19:00,88.3,257.8,13,431,4,1,8,77,1,15,2,1,8,4,10,60,16,2,10,4,10,60,16,2,10,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-24,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.054,2,0.053,2,0.370,1,0.20,0
2000-02-25,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.055,2,0.053,2,0.335,1,0.20,0
2000-02-25,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,2,0.055,2,0.053,2,0.335,1,0.20,0
2000-02-25,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.055,2,0.053,2,0.335,1,0.20,0
2000-02-25,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.055,2,0.053,2,0.335,1,0.20,0
2000-02-25,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.055,2,0.053,2,0.335,1,0.20,0
2000-02-25,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.055,2,0.053,2,0.335,1,0.20,0
2000-02-25,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,2,0.055,2,0.053,2,0.335,1,0.20,0
2000-02-25,8:00,84.6,104.7,125,1338,32,0,8,25,0,15,30,0,8,24,10,0,16,24,10,51,10,278,16,25,10,-9900,99,-9900,99,-9900,99,0.7,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,9:00,73.2,113.6,403,1396,160,0,8,100,0,15,131,0,8,92,10,0,16,92,10,247,10,668,16,54,10,-9900,99,-9900,99,-9900,99,0.8,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,10:00,62.3,124.4,649,1396,300,0,8,184,0,15,214,0,8,168,10,0,16,168,10,458,10,822,16,76,10,-9900,99,-9900,99,-9900,99,0.8,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,11:00,52.9,138.0,842,1396,656,0,8,768,0,15,192,0,8,530,10,558,16,193,10,632,10,895,16,92,10,-9900,99,-9900,99,-9900,99,0.8,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,12:00,46.0,155.3,970,1396,768,0,8,990,0,15,80,0,8,665,10,719,16,165,10,748,10,930,16,102,10,-9900,99,-9900,99,-9900,99,0.8,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,13:00,42.8,176.0,1023,1396,810,0,8,992,0,15,83,0,8,723,10,721,16,195,10,796,10,942,16,106,10,-9900,99,-9900,99,-9900,99,0.9,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,14:00,44.3,197.4,999,1396,795,0,8,997,0,15,81,0,8,715,10,773,16,161,10,773,10,935,16,104,10,-9900,99,-9900,99,-9900,99,0.9,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,15:00,49.9,216.1,898,1396,705,0,8,976,0,15,77,0,8,653,10,732,16,182,10,680,10,908,16,96,10,-9900,99,-9900,99,-9900,99,0.9,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,16:00,58.5,231.0,728,1396,555,0,8,932,0,15,69,0,8,508,10,666,16,161,10,526,10,850,16,83,10,-9900,99,-9900,99,-9900,99,0.9,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,17:00,69.0,242.8,500,1396,355,0,8,838,0,15,55,0,8,290,10,609,16,72,10,326,10,735,16,63,10,-9900,99,-9900,99,-9900,99,1.0,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,18:00,80.4,252.4,231,1396,127,0,8,481,0,15,47,0,8,107,10,358,16,47,10,116,10,465,16,38,10,-9900,99,-9900,99,-9900,99,1.0,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,19:00,88.2,258.2,14,454,4,1,8,72,1,15,2,1,8,3,10,35,16,2,10,3,10,35,16,2,10,-9900,99,-9900,99,-9900,99,1.0,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-25,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.055,2,0.081,2,0.335,1,0.20,0
2000-02-26,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.081,2,0.295,1,0.20,0
2000-02-26,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.081,2,0.295,1,0.20,0
2000-02-26,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.081,2,0.295,1,0.20,0
2000-02-26,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.081,2,0.295,1,0.20,0
2000-02-26,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.081,2,0.295,1,0.20,0
2000-02-26,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.081,2,0.295,1,0.20,0
2000-02-26,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.081,2,0.295,1,0.20,0
2000-02-26,8:00,84.5,104.3,131,1360,69,0,8,456,0,15,24,0,8,54,10,279,16,27,10,54,10,279,16,27,10,-9900,99,-9900,99,-9900,99,1.0,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,9:00,72.9,113.3,409,1395,266,0,8,717,0,15,55,0,8,240,11,602,16,64,11,249,10,660,16,56,10,-9900,99,-9900,99,-9900,99,1.0,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,10:00,62.0,124.2,655,1395,493,0,8,908,0,15,66,0,8,428,10,725,16,87,10,459,10,813,16,78,10,-9900,99,-9900,99,-9900,99,1.0,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,11:00,52.5,137.8,848,1395,662,0,8,868,0,15,134,0,8,622,10,869,16,94,10,633,10,886,16,95,10,-9900,99,-9900,99,-9900,99,1.0,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,12:00,45.6,155.2,976,1395,699,0,8,715,0,15,199,0,8,749,10,921,16,105,10,749,10,921,16,105,10,-9900,99,-9900,99,-9900,99,1.0,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,13:00,42.5,176.0,1029,1395,822,0,8,908,0,15,152,0,8,751,10,871,16,109,10,797,10,934,16,109,10,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,14:00,43.9,197.6,1004,1395,800,0,8,998,0,15,81,0,8,735,10,874,16,106,10,774,10,927,16,107,10,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,15:00,49.6,216.4,903,1395,709,0,8,977,0,15,76,0,8,633,10,783,16,126,10,682,10,900,16,99,10,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,16:00,58.3,231.3,733,1395,560,0,8,934,0,15,69,0,8,519,10,795,16,101,10,528,10,843,16,85,10,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,17:00,68.7,243.1,505,1395,349,0,8,825,0,15,50,0,8,328,10,729,16,64,10,328,10,729,16,64,10,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,18:00,80.3,252.7,236,1395,135,0,8,539,0,15,44,0,8,118,10,463,16,40,10,118,10,463,16,40,10,-9900,99,-9900,99,-9900,99,1.1,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,19:00,88.1,258.6,16,477,5,1,8,85,1,15,2,1,8,4,10,36,16,3,10,4,10,36,16,3,10,-9900,99,-9900,99,-9900,99,1.2,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-26,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.056,2,0.084,2,0.295,1,0.20,0
2000-02-27,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.058,2,0.084,2,0.290,1,0.20,0
2000-02-27,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.058,2,0.084,2,0.290,1,0.20,0
2000-02-27,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.058,2,0.084,2,0.290,1,0.20,0
2000-02-27,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.058,2,0.084,2,0.290,1,0.20,0
2000-02-27,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.058,2,0.084,2,0.290,1,0.20,0
2000-02-27,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.058,2,0.084,2,0.290,1,0.20,0
2000-02-27,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.058,2,0.084,2,0.290,1,0.20,0
2000-02-27,8:00,84.3,104.0,136,1383,72,0,8,468,0,15,25,0,8,66,10,492,16,18,10,66,10,492,16,18,10,-9900,99,-9900,99,-9900,99,1.0,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,9:00,72.7,113.0,415,1394,291,0,8,794,0,15,54,0,8,274,10,805,16,34,10,274,10,805,16,34,10,-9900,99,-9900,99,-9900,99,1.0,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,10:00,61.7,123.9,661,1394,498,0,8,910,0,15,66,0,8,485,10,921,16,48,10,485,10,921,16,48,10,-9900,99,-9900,99,-9900,99,0.9,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,11:00,52.2,137.6,854,1394,667,0,8,966,0,15,75,0,8,658,10,977,16,59,10,658,10,977,16,59,10,-9900,99,-9900,99,-9900,99,0.9,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,12:00,45.2,155.1,982,1394,780,0,8,993,0,15,81,0,8,772,10,1003,16,66,10,772,10,1003,16,66,10,-9900,99,-9900,99,-9900,99,1.0,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,13:00,42.1,176.1,1035,1394,827,0,8,1002,0,15,83,0,8,819,10,1011,16,68,10,819,10,1011,16,68,10,-9900,99,-9900,99,-9900,99,1.0,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,14:00,43.6,197.8,1010,1394,797,0,8,989,0,15,81,0,8,782,24,892,27,136,24,795,10,1005,16,67,10,-9900,99,-9900,99,-9900,99,1.0,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,15:00,49.3,216.7,909,1394,714,0,8,978,0,15,77,0,8,703,10,984,16,62,10,703,10,984,16,62,10,-9900,99,-9900,99,-9900,99,1.1,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,16:00,58.0,231.7,738,1394,564,0,8,935,0,15,69,0,8,550,10,941,16,53,10,550,10,941,16,53,10,-9900,99,-9900,99,-9900,99,1.1,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,17:00,68.5,243.4,509,1394,344,0,8,798,0,15,52,0,8,351,10,853,16,40,10,351,10,853,16,40,10,-9900,99,-9900,99,-9900,99,1.2,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,18:00,80.1,253.1,240,1394,131,0,8,464,0,15,51,0,8,136,10,645,16,25,10,136,10,645,16,25,10,-9900,99,-9900,99,-9900,99,1.2,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,19:00,88.1,259.0,17,500,5,1,8,76,1,15,2,1,8,6,10,116,16,2,10,6,10,117,16,2,10,-9900,99,-9900,99,-9900,99,1.2,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-27,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,2,0.058,2,0.028,2,0.290,1,0.20,0
2000-02-28,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,2,0.059,2,0.028,2,0.363,1,0.20,0
2000-02-28,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.059,2,0.028,2,0.363,1,0.20,0
2000-02-28,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,2,0.059,2,0.028,2,0.363,1,0.20,0
2000-02-28,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.059,2,0.028,2,0.363,1,0.20,0
2000-02-28,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.059,2,0.028,2,0.363,1,0.20,0
2000-02-28,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.059,2,0.028,2,0.363,1,0.20,0
2000-02-28,7:00,89.9,99.4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.059,2,0.028,2,0.363,1,0.20,0
2000-02-28,8:00,84.1,103.6,142,1394,77,0,8,483,0,15,27,0,8,62,10,287,16,32,10,66,10,430,16,22,10,-9900,99,-9900,99,-9900,99,0.9,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,9:00,72.4,112.8,421,1394,296,0,8,797,0,15,54,0,8,265,10,655,16,67,10,273,10,765,16,41,10,-9900,99,-9900,99,-9900,99,0.9,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,10:00,61.4,123.6,667,1394,504,0,8,912,0,15,67,0,8,448,10,622,16,151,10,485,10,893,16,58,10,-9900,99,-9900,99,-9900,99,0.8,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,11:00,51.9,137.3,860,1394,672,0,8,967,0,15,75,0,8,625,10,904,16,67,10,660,10,955,16,70,10,-9900,99,-9900,99,-9900,99,0.7,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,12:00,44.9,154.9,987,1394,780,0,8,987,0,15,80,0,8,734,10,825,16,150,10,774,10,982,16,78,10,-9900,99,-9900,99,-9900,99,0.8,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,13:00,41.7,176.1,1040,1394,821,0,8,988,0,15,83,0,8,771,10,876,16,117,10,820,10,990,16,81,10,-9900,99,-9900,99,-9900,99,0.9,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,14:00,43.2,198.0,1015,1394,809,0,8,999,0,15,81,0,8,772,10,886,16,127,10,796,10,983,16,79,10,-9900,99,-9900,99,-9900,99,0.9,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,15:00,49.0,217.0,914,1394,718,0,8,979,0,15,76,0,8,664,10,792,16,145,10,702,10,959,16,73,10,-9900,99,-9900,99,-9900,99,1.0,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,16:00,57.8,232.0,743,1394,568,0,8,935,0,15,69,0,8,535,10,833,16,91,10,548,10,910,16,63,10,-9900,99,-9900,99,-9900,99,1.1,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,17:00,68.3,243.8,514,1394,370,0,8,847,0,15,57,0,8,227,10,415,16,74,10,348,10,814,16,48,10,-9900,99,-9900,99,-9900,99,1.1,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,18:00,79.9,253.4,244,1394,102,0,8,160,0,15,74,0,8,125,10,471,16,42,10,132,10,584,16,30,10,-9900,99,-9900,99,-9900,99,1.3,51,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,19:00,88.0,259.4,18,523,4,1,8,27,1,15,3,1,8,6,10,87,16,3,10,6,10,87,16,3,10,-9900,99,-9900,99,-9900,99,1.5,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,2,0.059,2,0.045,2,0.363,1,0.20,0
2000-02-28,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,2,0.059,2,0.045,2,0.363,1,0.20,0
